sentiment	text
positif	l’emplacement de l’hôtel est parfait.
positif	emplacement, confort, petit-déjeuner
positif	personnel parfait, souriant aimable et a l'écoute.
positif	le personnel est gentil, les lits et le ménage dans la salle de bain sont faits chaque jour.
positif	accessibilité de l'hôtel à toute heure.
positif	très bon accueil du propriétaire, grande chambre et salle de bain avec balcon vue sur les 2 tours de l’ entrée du port [si vous pensez à le demander lors de la réservation] restaurant sur place avec beaucoup de choix - top
positif	cadre et concept charmant
positif	sommes des habitués de la rochelle , 3ème venue au saint nicolas qui est parfaitement situé et très bien sûr tous les points ,avec ,une nouvelle décoration superbe et très actuelle
positif	l hôtel bien situé tout près du centre et du port .
positif	la propreté, la localisation et la simplicité de l’hôtel
positif	emplacement idéal face au vieux port, proche des quais d embarquement, promenades à pied, restaurants, centre ville.
positif	le personnel charmant et de bons conseils.
positif	la climatisation, et le parking
positif	hôtel très bien situé ,confortable ,personnel très à l’écoute,équipe faisant tout pour respecter les règles sanitaires
positif	très bon accueil et très bon emplacement.
positif	hôtel très bien personnel très gentil
positif	bon
positif	convenable
positif	accueil et amabilité de l'ensemble du personnel irréprochable.
positif	cela fait plusieurs fois que je descend dans cet hôtel.
positif	petit déjeuner exceptionnel.
positif	rien à redire, accueil charmant sympathique et avenant, établissement très propre, buffet du petit déjeuner très généreux chapeauté par une dame serviable et souriante.
positif	on fait tout à pied.
positif	insonorisation parfaite avec la rue tardivement très bruyante.
positif	le plus proche est à 1km.
positif	hôtel parfait, déco magnifique, chambre très agréable, très bien équipée, literie confortable.
positif	l’emplacement est bien et très bon rapport qualité prix.
positif	a chaque fois je suis totalement satisfaite : chambre et literie confortables, personnel très agréable, situation parfaite.
positif	seul bémol, les petits déjeuners .. viennoiseries trop dure ..
positif	excellent emplacement lits confortables chambres très propres
positif	petit-déjeuner copieux qui fait la part belle aux produits locaux.
positif	la chambre était très propre, literie confortable.
positif	emplacement chambre
positif	accueil très professionnel et sympathique personnel très gentil.
positif	la chambre triple est spacieuse et le personnel adorable et à l écoute.
positif	emplacement de l'hôtel très bien situé face au vieux port.
positif	super petit déjeuner.
positif	propreté de la chambre.
positif	la location très centrale la vue du balcon personnel agréable
positif	emplacement, petit dej
positif	le professionnalisme et la gentillesse du personnel
positif	une ville très agréable, très propre.
positif	emplacement au top et petit déjeuner en terrasse vue sur le port.
positif	personnel accueillant et très bon petit déjeuner !
positif	le personnel très agréable et serviable.
positif	pas de douche mais une baignoire sans pare douche personnel peu aimable (très mauvais accueil le matin lors de mon premier appel pour réserver) seul point positif : l’emplacement prix élevé pour ce type de chambre
positif	l’emplacement et les espaces communs
positif	oui
positif	emplacement sur le vieux port, au top, balcon avec une vue imprenable sur les tours (magnifique) literie confortable.
positif	l hôtel est idéalement situé et le personnel souriant.
positif	un super we en famille, l'hôtel est très bien situé.
positif	le parking de l'hôtel.
positif	emplacement près du vieux port.
positif	très bel hôtel, personnel accueillant, chambre propre et joliment décoré, petit déjeuner copieux et qualitatif.
positif	très bon rapport qualité / prix  grand miroir très pratique !
positif	absence de climatisation.
positif	très belle chambre, malheureusement sans porte de salle de bain et avec une porte des toilettes sans isolation phonique.
positif	l'emplacement ,service souriant
positif	déjeuner, personnel
positif	super petit dejeuner
positif	l'emplacement dans la ville, le parking sur place .
positif	la situation proche du centre ville et du vieux port, le parking dans l’hôtel payant mais très appréciable.
positif	très propre.
positif	la disponibilité du personnel
positif	accueil au top personnel super avec de bons conseils
positif	situation idéale pour visiter la rochelle qui est une ville fort sympathique pour un week-end d'évasion.
positif	très copieux, de qualité
positif	et du pain sans gluten au petit déjeuner, très apprécié !
positif	emplacement idéal, facile d'accès et central.
positif	petit déjeuner très agréable face au vieux port.
positif	accueil sympa.
positif	bon accueil  emplacement idéal avec vue sur tes tours  visite de la rochelle à pied pas besoin de voiture
positif	localisation idéale et bonne literie
positif	nous avons aimé l’emplacement et la taille de la chambre.
positif	emplacement génial pour se promener le long des quais et vue de rêve le matin au réveil petit déjeuner correct
positif	la devanture très classe, en pierre tout comme l'intérieur.
positif	accueil et personnel
positif	l'équipe est au top, très accueillante.
positif	hôtel tout à fait charmant très bien situé l architecture respecte l histoire à l extérieur et l intérieur est décoré avec goût  le calme est absolument incroyable et le personnel est discret et à notre écoute
positif	très bon rapport qualité/prix
positif	le calme dans la chambre.bonne literie.
positif	le personnel très agréable.
positif	cherchez pas et réservez !
positif	personnel très accueillants.
positif	excellent emplacement au cœur de tout.
positif	séjour court mais agréable.
positif	nous avons aimé la décoration, le confort de la chambre et surtout de la literie.
positif	l'hôtel est très bien situé et au calme.
positif	dispose d’un parking
positif	chambre grande et propre.
positif	chambre grande et propre, donne sur le vieux port donc parfait.
positif	calme mais couloir très petit (donc fermeture des portes audible) propition de dîner (et en ces temps de covid...) très bien placé
positif	super emplacement , restos et plage pas loin , la brasserie de l’hôtel est sympa et personnels super gentils.
positif	bonne isolation du bruit.
positif	l’emplacement à proximité du vieux port.
positif	et que dire du petit déjeuner, un vrai repas de brunch où tout est excellent.
positif	très bon rapport qualité/prix.
positif	position centrale pour visiter la rochelle
positif	emplacement idéal sur la rochelle petit déjeuner formidable et employée qui était présente très agréable petite attention bouilloire / the / infusion / café soluble à discrétion dans la chambre appréciée
positif	la proximité du centre ville.
positif	vous êtes à proximité des bars et restaurant, cet hôtel est parfait pour un séjour sur la rochelle !
positif	bien situé.
positif	la situation exceptionnelle de l'hôtel.
positif	emplacement idéal sur la place dégagée et vue sur la mer.
positif	l’accueil et les équipes de nuit au top et la femme de ménage que nous avons croisé est sympathique.
positif	super sous tous points, personnel très agréable, emplacement de qualité, tout peu se faire à pied, ce qui est très agréable.
positif	literie confortable, personnel accueillant
positif	l'ensemble
